	Time [s]	Z Axis - Relative Rotation - Joint Probe - General - Ground To PENDULUM - 4.9966e-003 s (Relative Rotation Z) [°]	
984	0.32172	9.7496	
985	0.32223	9.7818	
986	0.32249	9.7968	
987	0.32278	9.8126	
988	0.32309	9.8286	
989	0.3234	9.8442	
990	0.32373	9.8593	
991	0.32405	9.8737	
992	0.32421	9.8806	
993	0.32441	9.8887	
994	0.32463	9.8976	
995	0.32487	9.9072	
996	0.32513	9.917	
997	0.3254	9.9271	
998	0.32567	9.9373	
999	0.32595	9.9476	
1000	0.32624	9.9579	
1001	0.32653	9.9683	
1002	0.32682	9.9787	
1003	0.32711	9.9894	
1004	0.32741	10.	
1005	0.3277	10.011	
1006	0.328	10.022	
1007	0.32829	10.034	
1008	0.32858	10.046	
1009	0.32888	10.058	
1010	0.32918	10.071	
1011	0.32947	10.084	
1012	0.32977	10.098	
1013	0.33007	10.113	
1014	0.33037	10.128	
1015	0.33067	10.143	
1016	0.33097	10.159	
1017	0.33128	10.176	
1018	0.33158	10.194	
1019	0.33189	10.212	
1020	0.3322	10.231	
1021	0.33252	10.251	
1022	0.33283	10.271	
1023	0.33315	10.292	
1024	0.33348	10.313	
1025	0.33381	10.335	
1026	0.33414	10.357	
1027	0.33448	10.38	
1028	0.33483	10.403	
1029	0.33518	10.426	
1030	0.33555	10.449	
1031	0.33592	10.472	
1032	0.33631	10.494	
1033	0.33671	10.515	
1034	0.33713	10.536	
1035	0.33756	10.555	
1036	0.33801	10.572	
1037	0.33848	10.587	
1038	0.33896	10.599	
1039	0.33945	10.609	
1040	0.33994	10.616	
1041	0.34044	10.62	
1042	0.34068	10.622	
1043	0.34099	10.624	
1044	0.34134	10.625	
1045	0.34172	10.626	
1046	0.34213	10.628	
1047	0.34256	10.631	
1048	0.34301	10.635	
1049	0.34348	10.642	
1050	0.344	10.653	
1051	0.34461	10.672	
1052	0.34493	10.684	
1053	0.34527	10.7	
1054	0.34564	10.719	
1055	0.34601	10.741	
1056	0.34619	10.754	
1057	0.34641	10.769	
1058	0.34666	10.787	
1059	0.34692	10.808	
1060	0.3472	10.832	
1061	0.34748	10.857	
1062	0.34777	10.884	
1063	0.34807	10.913	
1064	0.34836	10.942	
1065	0.34865	10.972	
1066	0.3488	10.988	
1067	0.34898	11.007	
1068	0.34918	11.028	
1069	0.34941	11.052	
1070	0.34965	11.079	
1071	0.34991	11.106	
1072	0.35018	11.135	
1073	0.35046	11.165	
1074	0.35075	11.195	
1075	0.35106	11.227	
1076	0.35137	11.258	
1077	0.3517	11.29	
1078	0.35206	11.323	
1079	0.35244	11.357	
1080	0.35288	11.394	
1081	0.35339	11.434	
1082	0.35364	11.453	
1083	0.35393	11.473	
1084	0.35424	11.494	
1085	0.35457	11.515	
1086	0.3549	11.536	
1087	0.35523	11.555	
1088	0.3554	11.564	
1089	0.3556	11.575	
1090	0.35582	11.587	
1091	0.35607	11.6	
1092	0.35633	11.613	
1093	0.3566	11.626	
1094	0.35689	11.639	
1095	0.35717	11.652	
1096	0.35746	11.665	
1097	0.35775	11.678	
1098	0.35805	11.691	
1099	0.35834	11.704	
1100	0.35864	11.717	
1101	0.35893	11.729	
1102	0.35923	11.742	
1103	0.35952	11.755	
1104	0.35982	11.769	
1105	0.36011	11.782	
1106	0.36041	11.796	
1107	0.36071	11.81	
1108	0.36101	11.824	
1109	0.36131	11.839	
1110	0.36161	11.854	
1111	0.36191	11.87	
1112	0.36221	11.886	
1113	0.36251	11.902	
1114	0.36282	11.919	
1115	0.36313	11.936	
1116	0.36344	11.954	
1117	0.36375	11.973	
1118	0.36407	11.991	
1119	0.36439	12.011	
1120	0.36471	12.03	
1121	0.36504	12.05	
1122	0.36537	12.07	
1123	0.36571	12.09	
1124	0.36605	12.11	
1125	0.3664	12.13	
1126	0.36676	12.15	
1127	0.36713	12.169	
1128	0.36751	12.188	
1129	0.36791	12.205	
1130	0.36831	12.222	
1131	0.36874	12.236	
1132	0.36918	12.249	
1133	0.36964	12.259	
1134	0.37012	12.267	
1135	0.3706	12.272	
1136	0.3711	12.274	
1137	0.37159	12.273	
1138	0.37184	12.273	
1139	0.37214	12.271	
1140	0.37249	12.269	
1141	0.37288	12.266	
1142	0.37329	12.264	
1143	0.37372	12.262	
1144	0.37417	12.261	
1145	0.37463	12.263	
1146	0.37513	12.269	
1147	0.37568	12.281	
1148	0.37631	12.301	
1149	0.37663	12.315	
1150	0.37697	12.333	
1151	0.37732	12.354	
1152	0.37768	12.378	
1153	0.37786	12.391	
1154	0.37807	12.408	
1155	0.37831	12.428	
1156	0.37856	12.45	
1157	0.37883	12.476	
1158	0.37911	12.503	
1159	0.3794	12.533	
1160	0.37968	12.563	
1161	0.37997	12.596	
1162	0.38027	12.629	
1163	0.38056	12.662	
1164	0.38085	12.697	
1165	0.38115	12.732	
1166	0.38144	12.767	
1167	0.38174	12.803	
1168	0.38205	12.838	
1169	0.38236	12.875	
1170	0.38268	12.911	
1171	0.38301	12.948	
1172	0.38337	12.985	
1173	0.38374	13.024	
1174	0.38416	13.066	
1175	0.38468	13.114	
1176	0.38521	13.16	
1177	0.38547	13.181	
1178	0.38576	13.204	
1179	0.38607	13.227	
1180	0.38638	13.25	
1181	0.38671	13.272	
1182	0.38703	13.293	
1183	0.38719	13.303	
1184	0.38738	13.315	
1185	0.3876	13.328	
1186	0.38784	13.342	
1187	0.3881	13.357	
1188	0.38837	13.372	
1189	0.38865	13.387	
1190	0.38893	13.402	
1191	0.38922	13.416	
1192	0.38951	13.431	
1193	0.3898	13.446	
1194	0.39009	13.46	
1195	0.39038	13.475	
1196	0.39068	13.489	
1197	0.39098	13.504	
1198	0.39127	13.518	
1199	0.39157	13.533	
1200	0.39186	13.547	
1201	0.39216	13.562	
1202	0.39246	13.577	
1203	0.39276	13.592	
1204	0.39306	13.608	
1205	0.39336	13.623	
1206	0.39367	13.639	
1207	0.39397	13.655	
1208	0.39428	13.672	
1209	0.39459	13.689	
1210	0.3949	13.706	
1211	0.39521	13.723	
1212	0.39553	13.74	
1213	0.39585	13.758	
1214	0.39618	13.776	
1215	0.39651	13.793	
1216	0.39684	13.811	
1217	0.39718	13.828	
1218	0.39753	13.845	
1219	0.39788	13.862	
1220	0.39824	13.878	
1221	0.39861	13.893	
1222	0.399	13.907	
1223	0.3994	13.919	
1224	0.39981	13.93	
1225	0.40024	13.939	
1226	0.40068	13.945	
1227	0.40115	13.948	
1228	0.40163	13.949	
1229	0.40211	13.946	
1230	0.40261	13.941	
1231	0.40311	13.934	
1232	0.40336	13.929	
1233	0.40366	13.924	
1234	0.40401	13.917	
1235	0.4044	13.91	
1236	0.40481	13.904	
1237	0.40524	13.898	
1238	0.40569	13.894	
1239	0.40616	13.893	
1240	0.40667	13.897	
1241	0.40724	13.907	
1242	0.40786	13.928	
1243	0.40817	13.942	
1244	0.40851	13.96	
1245	0.40886	13.982	
1246	0.40921	14.007	
1247	0.40938	14.021	
1248	0.40959	14.039	
1249	0.40983	14.059	
1250	0.41008	14.083	
1251	0.41035	14.11	
1252	0.41062	14.139	
1253	0.41091	14.171	
1254	0.41119	14.204	
1255	0.41148	14.238	
1256	0.41177	14.274	
1257	0.41206	14.311	
1258	0.41236	14.348	
1259	0.41265	14.386	
1260	0.41295	14.424	
1261	0.41325	14.463	
1262	0.41356	14.503	
1263	0.41387	14.543	
1264	0.4142	14.583	
1265	0.41454	14.624	
1266	0.4149	14.667	
1267	0.41528	14.711	
1268	0.41573	14.759	
1269	0.41624	14.812	
1270	0.4165	14.837	
1271	0.41679	14.864	
1272	0.4171	14.893	
1273	0.41743	14.921	
1274	0.41776	14.949	
1275	0.41809	14.975	
1276	0.41826	14.988	
1277	0.41846	15.002	
1278	0.41869	15.019	
1279	0.41893	15.036	
1280	0.41919	15.054	
1281	0.41947	15.072	
1282	0.41975	15.09	
1283	0.42004	15.108	
1284	0.42033	15.125	
1285	0.42062	15.142	
1286	0.42092	15.159	
1287	0.42121	15.175	
1288	0.42151	15.192	
1289	0.4218	15.208	
1290	0.4221	15.223	
1291	0.4224	15.239	
1292	0.4227	15.254	
1293	0.42299	15.27	
1294	0.42329	15.285	
1295	0.42359	15.3	
1296	0.42389	15.316	
1297	0.42419	15.331	
1298	0.42449	15.347	
1299	0.4248	15.362	
1300	0.4251	15.378	
1301	0.42541	15.393	
1302	0.42572	15.409	
1303	0.42603	15.425	
1304	0.42634	15.44	
1305	0.42665	15.456	
1306	0.42697	15.472	
1307	0.42729	15.488	
1308	0.42762	15.503	
1309	0.42795	15.518	
1310	0.42829	15.533	
1311	0.42863	15.547	
1312	0.42897	15.561	
1313	0.42933	15.574	
1314	0.42969	15.585	
1315	0.43007	15.596	
1316	0.43046	15.605	
1317	0.43086	15.612	
1318	0.43127	15.617	
1319	0.4317	15.619	
1320	0.43215	15.619	
1321	0.43262	15.615	
1322	0.4331	15.608	
1323	0.43359	15.598	
1324	0.43409	15.586	
1325	0.43459	15.571	
1326	0.43484	15.563	
1327	0.43514	15.554	
1328	0.43549	15.543	
1329	0.43588	15.531	
1330	0.43629	15.52	
1331	0.43672	15.51	
1332	0.43718	15.502	
1333	0.43765	15.498	
1334	0.43817	15.499	
1335	0.43876	15.508	
1336	0.43938	15.528	
1337	0.4397	15.542	
1338	0.44003	15.561	
1339	0.44037	15.583	
1340	0.44072	15.61	
1341	0.4409	15.624	
1342	0.4411	15.642	
1343	0.44133	15.664	
1344	0.44159	15.689	
1345	0.44185	15.717	
1346	0.44213	15.748	
1347	0.44241	15.782	
1348	0.44269	15.817	
1349	0.44298	15.853	
1350	0.44327	15.891	
1351	0.44356	15.931	
1352	0.44386	15.971	
1353	0.44415	16.011	
1354	0.44445	16.053	
1355	0.44476	16.095	
1356	0.44507	16.138	
1357	0.44539	16.181	
1358	0.44572	16.225	
1359	0.44606	16.271	
1360	0.44643	16.318	
1361	0.44683	16.367	
1362	0.4473	16.423	
1363	0.44782	16.48	
1364	0.44807	16.508	
1365	0.44836	16.537	
1366	0.44867	16.568	
1367	0.44899	16.598	
1368	0.44932	16.628	
1369	0.44965	16.656	
1370	0.44981	16.67	
1371	0.45001	16.686	
1372	0.45024	16.704	
1373	0.45048	16.722	
1374	0.45074	16.742	
1375	0.45101	16.761	
1376	0.45129	16.781	
1377	0.45158	16.8	
1378	0.45187	16.819	
1379	0.45216	16.837	
1380	0.45246	16.855	
1381	0.45275	16.873	
1382	0.45305	16.89	
1383	0.45335	16.907	
1384	0.45365	16.924	
1385	0.45394	16.94	
1386	0.45424	16.956	
1387	0.45454	16.972	
1388	0.45484	16.988	
1389	0.45514	17.003	
1390	0.45544	17.018	
1391	0.45574	17.034	
1392	0.45605	17.049	
1393	0.45635	17.064	
1394	0.45666	17.078	
1395	0.45696	17.093	
1396	0.45727	17.108	
1397	0.45759	17.122	
1398	0.4579	17.136	
1399	0.45822	17.15	
1400	0.45854	17.164	
1401	0.45886	17.177	
1402	0.45919	17.19	
1403	0.45952	17.202	
1404	0.45986	17.213	
1405	0.46021	17.224	
1406	0.46056	17.233	
1407	0.46092	17.242	
1408	0.46129	17.248	
1409	0.46167	17.253	
1410	0.46207	17.256	
1411	0.46247	17.257	
1412	0.4629	17.254	
1413	0.46334	17.249	
1414	0.4638	17.24	
1415	0.46428	17.228	
1416	0.46476	17.212	
1417	0.46526	17.193	
1418	0.46576	17.172	
1419	0.46601	17.161	
1420	0.46632	17.147	
1421	0.46667	17.131	
1422	0.46706	17.114	
1423	0.46747	17.097	
1424	0.4679	17.081	
1425	0.46835	17.067	
1426	0.46882	17.056	
1427	0.46932	17.05	
1428	0.46987	17.051	
1429	0.47051	17.063	
1430	0.47083	17.074	
1431	0.47117	17.089	
1432	0.47153	17.109	
1433	0.4719	17.133	
1434	0.47208	17.147	
1435	0.47229	17.165	
1436	0.47253	17.186	
1437	0.47279	17.211	
1438	0.47307	17.24	
1439	0.47335	17.271	
1440	0.47364	17.305	
1441	0.47393	17.341	
1442	0.47422	17.379	
1443	0.47451	17.419	
1444	0.47481	17.46	
1445	0.4751	17.502	
1446	0.4754	17.545	
1447	0.4757	17.588	
1448	0.476	17.633	
1449	0.47631	17.678	
1450	0.47663	17.724	
1451	0.47695	17.771	
1452	0.47729	17.819	
1453	0.47764	17.868	
1454	0.47802	17.92	
1455	0.47845	17.976	
1456	0.47897	18.041	
1457	0.4795	18.102	
1458	0.47976	18.131	
1459	0.48005	18.162	
1460	0.48036	18.194	
1461	0.48067	18.225	
1462	0.481	18.256	
1463	0.48132	18.285	
1464	0.48148	18.3	
1465	0.48168	18.316	
1466	0.4819	18.335	
1467	0.48214	18.354	
1468	0.4824	18.374	
1469	0.48267	18.394	
1470	0.48294	18.415	
1471	0.48323	18.435	
1472	0.48352	18.454	
1473	0.48381	18.473	
1474	0.4841	18.492	
1475	0.4844	18.51	
1476	0.48469	18.528	
1477	0.48499	18.545	
1478	0.48529	18.562	
1479	0.48559	18.579	
1480	0.48589	18.595	
1481	0.48619	18.61	
1482	0.48649	18.626	
1483	0.48679	18.641	
1484	0.48709	18.656	
1485	0.48739	18.67	
1486	0.4877	18.684	
1487	0.48801	18.698	
1488	0.48831	18.712	
1489	0.48862	18.725	
1490	0.48894	18.738	
1491	0.48925	18.751	
1492	0.48957	18.763	
1493	0.48989	18.774	
1494	0.49021	18.785	
1495	0.49054	18.795	
1496	0.49088	18.804	
1497	0.49121	18.813	
1498	0.49156	18.82	
1499	0.49191	18.826	
1500	0.49227	18.83	
1501	0.49264	18.832	
1502	0.49302	18.833	
1503	0.49341	18.831	
1504	0.49382	18.826	
1505	0.49424	18.818	
1506	0.49468	18.807	
1507	0.49514	18.792	
1508	0.49561	18.772	
1509	0.4961	18.75	
1510	0.4966	18.724	
1511	0.4971	18.695	
1512	0.4976	18.666	
1513	0.49785	18.651	
1514	0.49815	18.633	
1515	0.49851	18.614	
1516	0.49889	18.593	
1517	0.49931	18.573	
1518	0.49974	18.554	
1519	0.5002	18.539	
1520	0.50069	18.528	
1521	0.50123	18.524	
1522	0.50187	18.531	
1523	0.50219	18.54	
1524	0.50254	18.553	
1525	0.5029	18.572	
1526	0.50327	18.595	
1527	0.50345	18.609	
1528	0.50367	18.626	
1529	0.50391	18.647	
1530	0.50417	18.672	
1531	0.50445	18.701	
1532	0.50473	18.733	
1533	0.50502	18.767	
1534	0.50531	18.805	
1535	0.50561	18.844	
1536	0.5059	18.885	
1537	0.5062	18.927	
1538	0.50649	18.971	
1539	0.50679	19.016	
1540	0.50709	19.061	
1541	0.50739	19.108	
1542	0.5077	19.156	
1543	0.50802	19.204	
1544	0.50834	19.253	
1545	0.50868	19.304	
1546	0.50903	19.356	
1547	0.50941	19.411	
1548	0.50983	19.469	
1549	0.51036	19.539	
1550	0.51089	19.605	
1551	0.51115	19.637	
1552	0.51144	19.67	
1553	0.51175	19.704	
1554	0.51207	19.738	
1555	0.51239	19.771	
1556	0.51272	19.802	
1557	0.51288	19.818	
1558	0.51308	19.835	
1559	0.5133	19.855	
1560	0.51354	19.876	
1561	0.5138	19.897	
1562	0.51407	19.919	
1563	0.51435	19.94	
1564	0.51464	19.961	
1565	0.51493	19.982	
1566	0.51522	20.002	
1567	0.51551	20.022	
1568	0.51581	20.04	
1569	0.51611	20.059	
1570	0.51641	20.076	
1571	0.5167	20.093	
1572	0.517	20.11	
1573	0.5173	20.126	
1574	0.5176	20.142	
1575	0.5179	20.157	
1576	0.51821	20.171	
1577	0.51851	20.185	
1578	0.51881	20.199	
1579	0.51912	20.212	
1580	0.51943	20.225	
1581	0.51974	20.237	
1582	0.52005	20.249	
1583	0.52036	20.26	
1584	0.52067	20.271	
1585	0.52099	20.281	
1586	0.52132	20.29	
1587	0.52164	20.298	
1588	0.52197	20.305	
1589	0.5223	20.311	
1590	0.52264	20.316	
1591	0.52299	20.32	
1592	0.52334	20.321	
1593	0.5237	20.321	
1594	0.52407	20.319	
1595	0.52446	20.314	
1596	0.52485	20.307	
1597	0.52526	20.296	
1598	0.52568	20.282	
1599	0.52612	20.264	
1600	0.52658	20.241	
1601	0.52706	20.215	
1602	0.52755	20.184	
1603	0.52805	20.151	
1604	0.52855	20.115	
1605	0.5288	20.097	
1606	0.52911	20.074	
1607	0.52946	20.049	
1608	0.52985	20.021	
1609	0.53027	19.993	
1610	0.5307	19.967	
1611	0.53116	19.943	
1612	0.53163	19.922	
1613	0.53213	19.907	
1614	0.53267	19.899	
1615	0.53331	19.902	
1616	0.53363	19.91	
1617	0.53398	19.922	
1618	0.53435	19.939	
1619	0.53471	19.962	
1620	0.5349	19.975	
1621	0.53511	19.993	
1622	0.53536	20.014	
1623	0.53562	20.039	
1624	0.53589	20.068	
1625	0.53618	20.101	
1626	0.53647	20.136	
1627	0.53676	20.174	
1628	0.53705	20.214	
1629	0.53735	20.256	
1630	0.53764	20.3	
1631	0.53794	20.345	
1632	0.53824	20.391	
1633	0.53854	20.439	
1634	0.53884	20.487	
1635	0.53915	20.537	
1636	0.53947	20.587	
1637	0.5398	20.639	
1638	0.54013	20.692	
1639	0.54049	20.746	
1640	0.54088	20.804	
1641	0.54131	20.866	
1642	0.54183	20.939	
1643	0.54235	21.007	
1644	0.54262	21.04	
1645	0.54291	21.074	
1646	0.54321	21.109	
1647	0.54353	21.144	
1648	0.54385	21.179	
1649	0.54417	21.211	
1650	0.54434	21.227	
1651	0.54453	21.245	
1652	0.54475	21.266	
1653	0.545	21.287	
1654	0.54525	21.31	
1655	0.54552	21.332	
1656	0.5458	21.354	
1657	0.54609	21.376	
1658	0.54638	21.397	
1659	0.54667	21.417	
1660	0.54697	21.437	
1661	0.54726	21.456	
1662	0.54756	21.474	
1663	0.54786	21.492	
1664	0.54816	21.509	
1665	0.54846	21.525	
1666	0.54876	21.541	
1667	0.54906	21.556	
1668	0.54936	21.57	
1669	0.54967	21.584	
1670	0.54997	21.597	
1671	0.55027	21.61	
1672	0.55058	21.622	
1673	0.55089	21.633	
1674	0.5512	21.644	
1675	0.55151	21.654	
1676	0.55183	21.663	
1677	0.55214	21.671	
1678	0.55246	21.679	
1679	0.55279	21.685	
1680	0.55311	21.69	
1681	0.55344	21.694	
1682	0.55378	21.697	
1683	0.55412	21.698	
1684	0.55447	21.698	
1685	0.55482	21.695	
1686	0.55519	21.69	
1687	0.55556	21.683	
1688	0.55594	21.673	
1689	0.55634	21.659	
1690	0.55675	21.642	
1691	0.55718	21.621	
1692	0.55763	21.596	
1693	0.55809	21.566	
1694	0.55857	21.531	
1695	0.55906	21.493	
1696	0.55956	21.451	
1697	0.56007	21.408	
1698	0.56032	21.386	
1699	0.56063	21.359	
1700	0.56098	21.329	
1701	0.56137	21.297	
1702	0.56179	21.265	
1703	0.56223	21.234	
1704	0.56268	21.205	
1705	0.56316	21.181	
1706	0.56366	21.163	
1707	0.56422	21.152	
1708	0.56486	21.154	
1709	0.56517	21.161	
1710	0.56551	21.173	
1711	0.56587	21.19	
1712	0.56623	21.213	
1713	0.56641	21.226	
1714	0.56662	21.243	
1715	0.56686	21.265	
1716	0.56712	21.29	
1717	0.56739	21.319	
1718	0.56767	21.352	
1719	0.56796	21.388	
1720	0.56825	21.426	
1721	0.56854	21.467	
1722	0.56884	21.51	
1723	0.56913	21.555	
1724	0.56943	21.601	
1725	0.56973	21.649	
1726	0.57003	21.698	
1727	0.57034	21.747	
1728	0.57065	21.799	
1729	0.57097	21.851	
1730	0.5713	21.904	
1731	0.57164	21.959	
1732	0.572	22.016	
1733	0.5724	22.077	
1734	0.57285	22.144	
1735	0.57336	22.217	
1736	0.57362	22.251	
1737	0.57391	22.289	
1738	0.57423	22.329	
1739	0.57456	22.368	
1740	0.57489	22.407	
1741	0.57523	22.444	
1742	0.57539	22.462	
1743	0.57559	22.482	
1744	0.57582	22.505	
1745	0.57607	22.529	
1746	0.57634	22.553	
1747	0.57661	22.578	
1748	0.5769	22.602	
1749	0.57719	22.626	
1750	0.57748	22.648	
1751	0.57778	22.67	
1752	0.57807	22.691	
1753	0.57837	22.711	
1754	0.57867	22.731	
1755	0.57897	22.749	
1756	0.57927	22.766	
1757	0.57958	22.783	
1758	0.57988	22.799	
1759	0.58018	22.814	
1760	0.58048	22.828	
1761	0.58078	22.842	
1762	0.58109	22.855	
1763	0.58139	22.867	
1764	0.5817	22.878	
1765	0.582	22.889	
1766	0.58231	22.898	
1767	0.58262	22.907	
1768	0.58294	22.915	
1769	0.58325	22.922	
1770	0.58357	22.928	
1771	0.58389	22.933	
1772	0.58421	22.937	
1773	0.58454	22.94	
1774	0.58487	22.941	
1775	0.58521	22.94	
1776	0.58555	22.938	
1777	0.5859	22.933	
1778	0.58626	22.926	
1779	0.58662	22.917	
1780	0.587	22.905	
1781	0.58738	22.89	
1782	0.58778	22.871	
1783	0.5882	22.848	
1784	0.58863	22.821	
1785	0.58907	22.789	
1786	0.58954	22.752	
1787	0.59002	22.71	
1788	0.59052	22.664	
1789	0.59102	22.616	
1790	0.59152	22.565	
1791	0.59177	22.54	
1792	0.59208	22.509	
1793	0.59244	22.474	
1794	0.59283	22.438	
1795	0.59325	22.4	
1796	0.59368	22.365	
1797	0.59414	22.332	
1798	0.59462	22.304	
1799	0.59513	22.281	
1800	0.5957	22.267	
1801	0.59633	22.266	
1802	0.59664	22.272	
1803	0.59698	22.283	
1804	0.59733	22.299	
1805	0.59769	22.32	
1806	0.59787	22.333	
1807	0.59808	22.35	
1808	0.59832	22.371	
1809	0.59858	22.396	
1810	0.59885	22.425	
1811	0.59913	22.458	
1812	0.59941	22.494	
1813	0.5997	22.532	
1814	0.6	22.574	
1815	0.60029	22.617	
1816	0.60059	22.662	
1817	0.60089	22.709	
1818	0.60118	22.758	
1819	0.60149	22.807	
1820	0.60179	22.858	
1821	0.60211	22.91	
1822	0.60243	22.964	
1823	0.60276	23.018	
1824	0.6031	23.075	
1825	0.60347	23.133	
1826	0.60387	23.196	
1827	0.60434	23.266	
1828	0.60486	23.34	
1829	0.60511	23.375	
1830	0.60541	23.413	
1831	0.60572	23.453	
1832	0.60604	23.493	
1833	0.60638	23.531	
1834	0.60671	23.568	
1835	0.60688	23.586	
1836	0.60708	23.607	
1837	0.6073	23.63	
1838	0.60755	23.653	
1839	0.60782	23.678	
1840	0.60809	23.702	
1841	0.60837	23.726	
1842	0.60866	23.75	
1843	0.60896	23.772	
1844	0.60925	23.794	
1845	0.60955	23.814	
1846	0.60985	23.834	
1847	0.61015	23.853	
1848	0.61045	23.87	
1849	0.61075	23.887	
1850	0.61105	23.903	
1851	0.61136	23.918	
1852	0.61166	23.932	
1853	0.61196	23.945	
1854	0.61227	23.957	
1855	0.61257	23.969	
1856	0.61287	23.979	
1857	0.61318	23.989	
1858	0.61349	23.998	
1859	0.6138	24.005	
1860	0.61411	24.012	
1861	0.61443	24.018	
1862	0.61474	24.023	
1863	0.61506	24.026	
1864	0.61538	24.029	
1865	0.61571	24.029	
1866	0.61604	24.029	
1867	0.61637	24.026	
1868	0.61671	24.022	
1869	0.61705	24.016	
1870	0.6174	24.007	
1871	0.61776	23.996	
1872	0.61813	23.982	
1873	0.61851	23.964	
1874	0.6189	23.944	
1875	0.6193	23.919	
1876	0.61972	23.889	
1877	0.62016	23.855	
1878	0.62061	23.816	
1879	0.62108	23.771	
1880	0.62157	23.722	
1881	0.62206	23.668	
1882	0.62257	23.612	
1883	0.62307	23.555	
1884	0.62332	23.527	
1885	0.62363	23.492	
1886	0.62399	23.453	
1887	0.62438	23.413	
1888	0.6248	23.372	
1889	0.62524	23.332	
1890	0.6257	23.296	
1891	0.62618	23.265	
1892	0.6267	23.24	
1893	0.62731	23.225	
1894	0.62762	23.222	
1895	0.62797	23.225	
1896	0.62835	23.233	
1897	0.62873	23.248	
1898	0.62892	23.258	
1899	0.62914	23.272	
1900	0.62939	23.289	
1901	0.62966	23.311	
1902	0.62994	23.337	
1903	0.63024	23.367	
1904	0.63053	23.401	
1905	0.63083	23.438	
1906	0.63113	23.477	
1907	0.63143	23.52	
1908	0.63158	23.541	
1909	0.63176	23.568	
1910	0.63197	23.6	
1911	0.6322	23.636	
1912	0.63245	23.676	
1913	0.63271	23.719	
1914	0.63299	23.765	
1915	0.63328	23.813	
1916	0.63358	23.863	
1917	0.63389	23.915	
1918	0.63421	23.969	
1919	0.63456	24.026	
1920	0.63492	24.085	
1921	0.63532	24.148	
1922	0.6358	24.22	
1923	0.63632	24.294	
1924	0.63658	24.329	
1925	0.63687	24.368	
1926	0.63718	24.408	
1927	0.63751	24.447	
1928	0.63784	24.485	
1929	0.63817	24.522	
1930	0.63834	24.54	
1931	0.63854	24.56	
1932	0.63876	24.583	
1933	0.63901	24.607	
1934	0.63927	24.631	
1935	0.63955	24.655	
1936	0.63983	24.678	
1937	0.64012	24.701	
1938	0.64042	24.723	
1939	0.64071	24.744	
1940	0.64101	24.764	
1941	0.64131	24.783	
1942	0.64161	24.801	
1943	0.64191	24.817	
1944	0.64221	24.833	
1945	0.64251	24.848	
1946	0.64282	24.862	
1947	0.64312	24.875	
1948	0.64342	24.886	
1949	0.64373	24.897	
1950	0.64403	24.907	
1951	0.64434	24.916	
1952	0.64465	24.924	
1953	0.64495	24.931	
1954	0.64526	24.937	
1955	0.64558	24.941	
1956	0.64589	24.945	
1957	0.64621	24.947	
1958	0.64653	24.948	
1959	0.64685	24.948	
1960	0.64718	24.945	
1961	0.64751	24.942	
1962	0.64784	24.936	
1963	0.64818	24.928	
1964	0.64853	24.918	
1965	0.64888	24.905	
1966	0.64924	24.89	
1967	0.64961	24.871	
1968	0.64999	24.849	
1969	0.65039	24.823	
1970	0.65079	24.793	
1971	0.65121	24.757	
1972	0.65165	24.717	
1973	0.65211	24.671	
1974	0.65259	24.619	
1975	0.65307	24.563	
1976	0.65357	24.503	
1977	0.65408	24.44	
1978	0.65458	24.377	
1979	0.65484	24.346	
1980	0.65515	24.308	
1981	0.6555	24.265	
1982	0.65589	24.221	
1983	0.65631	24.176	
1984	0.65675	24.133	
1985	0.65721	24.094	
1986	0.6577	24.059	
1987	0.65824	24.032	
1988	0.65887	24.014	
1989	0.65919	24.011	
1990	0.65954	24.014	
1991	0.65991	24.022	
1992	0.66028	24.037	
1993	0.66047	24.047	
1994	0.66069	24.061	
1995	0.66093	24.078	
1996	0.6612	24.1	
1997	0.66148	24.126	
1998	0.66177	24.156	
1999	0.66206	24.19	
2000	0.66236	24.226	
2001	0.66265	24.266	
2002	0.66295	24.308	
2003	0.66325	24.352	
2004	0.66355	24.398	
2005	0.66385	24.445	
2006	0.66416	24.494	
2007	0.66446	24.545	
2008	0.66477	24.597	
2009	0.66509	24.65	
2010	0.66542	24.704	
2011	0.66575	24.76	
2012	0.66611	24.818	
2013	0.66649	24.879	
2014	0.66692	24.945	
2015	0.66745	25.022	
2016	0.66798	25.097	
2017	0.66825	25.132	
2018	0.66854	25.169	
2019	0.66885	25.207	
2020	0.66917	25.244	
2021	0.6695	25.281	
2022	0.66982	25.315	
2023	0.66999	25.331	
2024	0.67019	25.351	
2025	0.67041	25.372	
2026	0.67065	25.394	
2027	0.67091	25.416	
2028	0.67119	25.439	
2029	0.67147	25.46	
2030	0.67176	25.482	
2031	0.67205	25.502	
2032	0.67234	25.521	
2033	0.67264	25.539	
2034	0.67294	25.556	
2035	0.67324	25.572	
2036	0.67354	25.587	
2037	0.67384	25.601	
2038	0.67414	25.614	
2039	0.67445	25.626	
2040	0.67475	25.636	
2041	0.67505	25.646	
2042	0.67536	25.655	
2043	0.67566	25.662	
2044	0.67597	25.669	
2045	0.67628	25.674	
2046	0.67659	25.678	
2047	0.6769	25.681	
2048	0.67722	25.683	
2049	0.67753	25.684	
2050	0.67785	25.683	
2051	0.67818	25.68	
2052	0.6785	25.676	
2053	0.67883	25.67	
2054	0.67916	25.662	
2055	0.6795	25.652	
