	Time [s]	Z Axis - Relative Rotation - Joint Probe - General - Ground To PENDULUM - 4.9966e-003 s (Relative Rotation Z) [°]	
4122	1.3725	3.0648	
4123	1.3729	3.0728	
4124	1.3733	3.0807	
4125	1.3737	3.0881	
4126	1.3742	3.0945	
4127	1.3746	3.0993	
4128	1.3751	3.1021	
4129	1.3755	3.1023	
4130	1.376	3.0993	
4131	1.3765	3.0931	
4132	1.377	3.0835	
4133	1.3772	3.0776	
4134	1.3775	3.0693	
4135	1.3779	3.0586	
4136	1.3783	3.0455	
4137	1.3787	3.0302	
4138	1.3791	3.0129	
4139	1.3795	2.9941	
4140	1.38	2.9738	
4141	1.3805	2.9522	
4142	1.381	2.9286	
4143	1.3817	2.9034	
4144	1.382	2.8915	
4145	1.3823	2.8792	
4146	1.3826	2.8671	
4147	1.383	2.8556	
4148	1.3832	2.85	
4149	1.3834	2.8436	
4150	1.3836	2.8367	
4151	1.3839	2.8294	
4152	1.3841	2.8219	
4153	1.3844	2.8142	
4154	1.3847	2.8064	
4155	1.385	2.7984	
4156	1.3853	2.7902	
4157	1.3855	2.7817	
4158	1.3858	2.7728	
4159	1.3861	2.7633	
4160	1.3864	2.7531	
4161	1.3867	2.7422	
4162	1.387	2.7303	
4163	1.3873	2.7172	
4164	1.3876	2.7029	
4165	1.3879	2.6871	
4166	1.3882	2.6695	
4167	1.3886	2.6497	
4168	1.3889	2.6271	
4169	1.3893	2.6004	
4170	1.3898	2.5656	
4171	1.3904	2.5267	
4172	1.3906	2.5064	
4173	1.3909	2.4834	
4174	1.3912	2.4583	
4175	1.3915	2.4319	
4176	1.3918	2.4047	
4177	1.3922	2.3771	
4178	1.3923	2.3633	
4179	1.3925	2.3467	
4180	1.3927	2.3279	
4181	1.393	2.3074	
4182	1.3932	2.2858	
4183	1.3935	2.2634	
4184	1.3938	2.2406	
4185	1.394	2.2176	
4186	1.3943	2.1948	
4187	1.3946	2.1723	
4188	1.3949	2.1503	
4189	1.3952	2.1289	
4190	1.3955	2.1082	
4191	1.3958	2.0883	
4192	1.3961	2.0692	
4193	1.3964	2.0511	
4194	1.3966	2.0339	
4195	1.3969	2.0178	
4196	1.3972	2.0028	
4197	1.3975	1.9889	
4198	1.3978	1.9762	
4199	1.3981	1.9648	
4200	1.3984	1.9546	
4201	1.3987	1.9457	
4202	1.399	1.9382	
4203	1.3993	1.9321	
4204	1.3996	1.9273	
4205	1.3999	1.9241	
4206	1.4002	1.9223	
4207	1.4005	1.9219	
4208	1.4008	1.9231	
4209	1.4011	1.9257	
4210	1.4015	1.9298	
4211	1.4018	1.9353	
4212	1.4021	1.9421	
4213	1.4025	1.9503	
4214	1.4028	1.9596	
4215	1.4031	1.97	
4216	1.4035	1.9814	
4217	1.4039	1.9936	
4218	1.4042	2.0062	
4219	1.4046	2.0192	
4220	1.405	2.032	
4221	1.4054	2.0444	
4222	1.4059	2.0557	
4223	1.4063	2.0654	
4224	1.4068	2.0729	
4225	1.4073	2.0776	
4226	1.4078	2.0791	
4227	1.4083	2.0773	
4228	1.4085	2.0751	
4229	1.4088	2.0714	
4230	1.4091	2.0657	
4231	1.4095	2.0579	
4232	1.4099	2.0481	
4233	1.4103	2.0362	
4234	1.4108	2.0227	
4235	1.4112	2.0076	
4236	1.4117	1.9912	
4237	1.4123	1.9731	
4238	1.4129	1.9519	
4239	1.4132	1.9417	
4240	1.4136	1.9311	
4241	1.4139	1.9204	
4242	1.4143	1.9101	
4243	1.4145	1.9051	
4244	1.4147	1.8994	
4245	1.4149	1.8931	
4246	1.4152	1.8865	
4247	1.4154	1.8796	
4248	1.4157	1.8725	
4249	1.416	1.8652	
4250	1.4163	1.8577	
4251	1.4166	1.8499	
4252	1.4169	1.8418	
4253	1.4171	1.8331	
4254	1.4174	1.8239	
4255	1.4177	1.8139	
4256	1.418	1.8031	
4257	1.4183	1.7914	
4258	1.4186	1.7785	
4259	1.4189	1.7644	
4260	1.4192	1.7488	
4261	1.4195	1.7314	
4262	1.4199	1.712	
4263	1.4202	1.6899	
4264	1.4206	1.6643	
4265	1.4211	1.6327	
4266	1.4216	1.5948	
4267	1.4218	1.575	
4268	1.4221	1.5522	
4269	1.4224	1.527	
4270	1.4227	1.5004	
4271	1.4231	1.4728	
4272	1.4234	1.4449	
4273	1.4236	1.4309	
4274	1.4237	1.4141	
4275	1.424	1.3951	
4276	1.4242	1.3744	
4277	1.4245	1.3526	
4278	1.4247	1.3301	
4279	1.425	1.3072	
4280	1.4253	1.2843	
4281	1.4256	1.2615	
4282	1.4259	1.2391	
4283	1.4262	1.2173	
4284	1.4264	1.1961	
4285	1.4267	1.1756	
4286	1.427	1.156	
4287	1.4273	1.1373	
4288	1.4276	1.1196	
4289	1.4279	1.1029	
4290	1.4282	1.0874	
4291	1.4285	1.073	
4292	1.4288	1.0597	
4293	1.4291	1.0478	
4294	1.4294	1.0371	
4295	1.4297	1.0277	
4296	1.43	1.0198	
4297	1.4303	1.0133	
4298	1.4305	1.0082	
4299	1.4308	1.0047	
4300	1.4312	1.0027	
4301	1.4315	1.0022	
4302	1.4318	1.0034	
4303	1.4321	1.0061	
4304	1.4324	1.0105	
4305	1.4327	1.0165	
4306	1.433	1.024	
4307	1.4333	1.0332	
4308	1.4337	1.0438	
4309	1.434	1.0558	
4310	1.4344	1.0692	
4311	1.4347	1.0839	
4312	1.4351	1.0996	
4313	1.4354	1.1162	
4314	1.4358	1.1335	
4315	1.4362	1.1513	
4316	1.4366	1.169	
4317	1.437	1.1863	
4318	1.4375	1.2027	
4319	1.4379	1.2175	
4320	1.4384	1.23	
4321	1.4389	1.2397	
4322	1.4394	1.2461	
4323	1.4399	1.2491	
4324	1.4401	1.2494	
4325	1.4404	1.2486	
4326	1.4408	1.2463	
4327	1.4411	1.2422	
4328	1.4415	1.2363	
4329	1.442	1.2285	
4330	1.4424	1.2191	
4331	1.4429	1.2082	
4332	1.4434	1.1959	
4333	1.4439	1.1817	
4334	1.4445	1.1662	
4335	1.4448	1.1588	
4336	1.4452	1.1509	
4337	1.4455	1.1431	
4338	1.4459	1.1353	
4339	1.446	1.1316	
4340	1.4462	1.1271	
4341	1.4465	1.1222	
4342	1.4467	1.1168	
4343	1.447	1.1112	
4344	1.4473	1.1052	
4345	1.4475	1.0989	
4346	1.4478	1.0922	
4347	1.4481	1.0851	
4348	1.4484	1.0774	
4349	1.4487	1.0692	
4350	1.449	1.0602	
4351	1.4493	1.0504	
4352	1.4495	1.0397	
4353	1.4498	1.0279	
4354	1.4501	1.0149	
4355	1.4504	1.0005	
4356	1.4508	0.98446	
4357	1.4511	0.96658	
4358	1.4514	0.94643	
4359	1.4518	0.9234	
4360	1.4522	0.89625	
4361	1.4527	0.86065	
4362	1.4532	0.82126	
4363	1.4535	0.80084	
4364	1.4538	0.77779	
4365	1.4541	0.75286	
4366	1.4544	0.72672	
4367	1.4547	0.69994	
4368	1.455	0.67294	
4369	1.4552	0.65945	
4370	1.4554	0.64333	
4371	1.4556	0.62511	
4372	1.4558	0.60534	
4373	1.4561	0.58453	
4374	1.4563	0.56309	
4375	1.4566	0.54138	
4376	1.4569	0.5197	
4377	1.4572	0.49828	
4378	1.4575	0.47732	
4379	1.4577	0.45697	
4380	1.458	0.43734	
4381	1.4583	0.41856	
4382	1.4586	0.40069	
4383	1.4589	0.38383	
4384	1.4592	0.36802	
4385	1.4595	0.35335	
4386	1.4598	0.33985	
4387	1.4601	0.3276	
4388	1.4604	0.31663	
4389	1.4607	0.307	
4390	1.4609	0.29877	
4391	1.4612	0.29197	
4392	1.4615	0.28667	
4393	1.4618	0.28289	
4394	1.4621	0.28069	
4395	1.4624	0.28009	
4396	1.4627	0.28115	
4397	1.463	0.28389	
4398	1.4634	0.28832	
4399	1.4637	0.29447	
4400	1.464	0.30234	
4401	1.4643	0.31193	
4402	1.4646	0.32321	
4403	1.4649	0.33615	
4404	1.4653	0.35071	
4405	1.4656	0.36681	
4406	1.466	0.38435	
4407	1.4663	0.40323	
4408	1.4667	0.4233	
4409	1.4671	0.44436	
4410	1.4674	0.46619	
4411	1.4678	0.48846	
4412	1.4683	0.5108	
4413	1.4687	0.53269	
4414	1.4691	0.55353	
4415	1.4696	0.57261	
4416	1.4701	0.58924	
4417	1.4706	0.60284	
4418	1.4711	0.61305	
4419	1.4713	0.61686	
4420	1.4716	0.62038	
4421	1.472	0.62291	
4422	1.4723	0.62394	
4423	1.4727	0.62319	
4424	1.4732	0.62063	
4425	1.4736	0.61634	
4426	1.474	0.6105	
4427	1.4745	0.60327	
4428	1.4751	0.59463	
4429	1.4757	0.58379	
4430	1.476	0.57837	
4431	1.4763	0.57254	
4432	1.4767	0.56659	
4433	1.4771	0.5607	
4434	1.4772	0.5578	
4435	1.4775	0.55439	
4436	1.4777	0.5506	
4437	1.478	0.54648	
4438	1.4782	0.54208	
4439	1.4785	0.5374	
4440	1.4788	0.53241	
4441	1.4791	0.52705	
4442	1.4794	0.52125	
4443	1.4796	0.51493	
4444	1.4799	0.508	
4445	1.4802	0.50036	
4446	1.4805	0.49192	
4447	1.4808	0.48257	
4448	1.4811	0.47218	
4449	1.4814	0.46064	
4450	1.4817	0.44779	
4451	1.482	0.43345	
4452	1.4823	0.41741	
4453	1.4827	0.39934	
4454	1.483	0.37881	
4455	1.4834	0.35502	
4456	1.4838	0.32604	
4457	1.4843	0.28981	
4458	1.4846	0.27093	
4459	1.4849	0.24899	
4460	1.4852	0.22484	
4461	1.4855	0.19925	
4462	1.4858	0.17288	
4463	1.4862	0.14623	
4464	1.4863	0.13288	
4465	1.4865	0.11696	
4466	1.4867	9.9003e-002	
4467	1.487	7.9548e-002	
4468	1.4872	5.9084e-002	
4469	1.4875	3.8033e-002	
4470	1.4878	1.6752e-002	
4471	1.4881	-4.4701e-003	
4472	1.4884	-2.54e-002	
4473	1.4886	-4.5852e-002	
4474	1.4889	-6.5673e-002	
4475	1.4892	-8.4744e-002	
4476	1.4895	-0.10296	
4477	1.4898	-0.12024	
4478	1.4901	-0.13651	
4479	1.4904	-0.15171	
4480	1.4907	-0.16576	
4481	1.491	-0.17862	
4482	1.4913	-0.19023	
4483	1.4916	-0.20054	
4484	1.4918	-0.20949	
4485	1.4921	-0.21704	
4486	1.4924	-0.22313	
4487	1.4927	-0.22772	
4488	1.493	-0.23075	
4489	1.4933	-0.23217	
4490	1.4936	-0.23196	
4491	1.4939	-0.23005	
4492	1.4942	-0.22642	
4493	1.4945	-0.22104	
4494	1.4948	-0.21387	
4495	1.4952	-0.2049	
4496	1.4955	-0.19413	
4497	1.4958	-0.18156	
4498	1.4961	-0.16719	
4499	1.4964	-0.15107	
4500	1.4968	-0.13324	
4501	1.4971	-0.11377	
4502	1.4975	-9.2732e-002	
4503	1.4978	-7.0249e-002	
4504	1.4982	-4.6463e-002	
4505	1.4986	-2.1556e-002	
4506	1.4989	4.2362e-003	
4507	1.4994	3.0605e-002	
4508	1.4998	5.7146e-002	
4509	1.5002	8.3336e-002	
4510	1.5007	0.10853	
4511	1.5011	0.13197	
4512	1.5016	0.15294	
4513	1.5021	0.17083	
4514	1.5026	0.18529	
4515	1.5028	0.1912	
4516	1.5031	0.1973	
4517	1.5035	0.20277	
4518	1.5038	0.20701	
4519	1.5042	0.2097	
4520	1.5047	0.21072	
4521	1.5051	0.21013	
4522	1.5056	0.20808	
4523	1.5061	0.20475	
4524	1.5066	0.20019	
4525	1.5072	0.19425	
4526	1.5075	0.19122	
4527	1.5079	0.18795	
4528	1.5082	0.1846	
4529	1.5086	0.18125	
4530	1.5088	0.17958	
4531	1.509	0.17759	
4532	1.5092	0.17531	
4533	1.5095	0.17278	
4534	1.5097	0.16997	
4535	1.51	0.16686	
4536	1.5103	0.16339	
4537	1.5106	0.1595	
4538	1.5109	0.1551	
4539	1.5111	0.15011	
4540	1.5114	0.14445	
4541	1.5117	0.13802	
4542	1.512	0.13073	
4543	1.5123	0.12248	
4544	1.5126	0.11315	
4545	1.5129	0.10261	
4546	1.5132	9.0733e-002	
4547	1.5135	7.7333e-002	
4548	1.5138	6.2186e-002	
4549	1.5142	4.4979e-002	
4550	1.5145	2.5229e-002	
4551	1.5149	2.04e-003	
4552	1.5154	-2.7135e-002	
4553	1.5159	-6.1464e-002	
4554	1.5161	-7.9333e-002	
4555	1.5164	-9.9915e-002	
4556	1.5167	-0.12246	
4557	1.517	-0.14629	
4558	1.5174	-0.17081	
4559	1.5177	-0.19557	
4560	1.5178	-0.20794	
4561	1.518	-0.22271	
4562	1.5183	-0.23938	
4563	1.5185	-0.25742	
4564	1.5187	-0.27638	
4565	1.519	-0.29585	
4566	1.5193	-0.31548	
4567	1.5196	-0.335	
4568	1.5199	-0.35418	
4569	1.5201	-0.37284	
4570	1.5204	-0.39083	
4571	1.5207	-0.40804	
4572	1.521	-0.42436	
4573	1.5213	-0.43971	
4574	1.5216	-0.45402	
4575	1.5219	-0.46721	
4576	1.5222	-0.47923	
4577	1.5225	-0.49001	
4578	1.5228	-0.49951	
4579	1.523	-0.50766	
4580	1.5233	-0.51442	
4581	1.5236	-0.51973	
4582	1.5239	-0.52353	
4583	1.5242	-0.52579	
4584	1.5245	-0.52644	
4585	1.5248	-0.52544	
4586	1.5251	-0.52274	
4587	1.5254	-0.5183	
4588	1.5257	-0.51208	
4589	1.526	-0.50405	
4590	1.5263	-0.49419	
4591	1.5266	-0.48246	
4592	1.527	-0.46887	
4593	1.5273	-0.45342	
4594	1.5276	-0.43611	
4595	1.5279	-0.41698	
4596	1.5283	-0.39608	
4597	1.5286	-0.37346	
4598	1.529	-0.3492	
4599	1.5293	-0.32343	
4600	1.5297	-0.29627	
4601	1.5301	-0.26791	
4602	1.5305	-0.23859	
4603	1.5309	-0.20862	
4604	1.5313	-0.17843	
4605	1.5317	-0.14856	
4606	1.5322	-0.11972	
4607	1.5327	-9.2662e-002	
4608	1.5331	-6.8162e-002	
4609	1.5336	-4.6814e-002	
4610	1.5341	-2.8953e-002	
4611	1.5344	-2.1336e-002	
4612	1.5347	-1.3156e-002	
4613	1.535	-5.2859e-003	
4614	1.5354	1.6209e-003	
4615	1.5358	7.181e-003	
4616	1.5362	1.1255e-002	
4617	1.5366	1.3887e-002	
4618	1.5371	1.5234e-002	
4619	1.5376	1.5506e-002	
4620	1.5382	1.4894e-002	
4621	1.5388	1.3654e-002	
4622	1.5391	1.2954e-002	
4623	1.5394	1.219e-002	
4624	1.5398	1.1397e-002	
4625	1.5401	1.0577e-002	
4626	1.5403	1.0146e-002	
4627	1.5405	9.601e-003	
4628	1.5407	8.9237e-003	
4629	1.541	8.0788e-003	
4630	1.5412	7.0146e-003	
4631	1.5415	5.665e-003	
4632	1.5418	3.9535e-003	
4633	1.5421	1.7971e-003	
4634	1.5423	-8.9045e-004	
4635	1.5426	-4.1969e-003	
4636	1.5429	-8.2109e-003	
4637	1.5432	-1.3022e-002	
4638	1.5435	-1.8724e-002	
4639	1.5438	-2.5413e-002	
4640	1.5441	-3.3196e-002	
4641	1.5444	-4.2192e-002	
4642	1.5447	-5.2539e-002	
4643	1.545	-6.4409e-002	
4644	1.5453	-7.8022e-002	
4645	1.5457	-9.3691e-002	
4646	1.546	-0.11192	
4647	1.5464	-0.13368	
4648	1.5469	-0.16225	
4649	1.5474	-0.19455	
4650	1.5477	-0.21138	
4651	1.548	-0.23052	
4652	1.5483	-0.2513	
4653	1.5486	-0.27314	
4654	1.5489	-0.29552	
4655	1.5492	-0.31805	
4656	1.5494	-0.32929	
4657	1.5496	-0.3427	
4658	1.5498	-0.3578	
4659	1.55	-0.37413	
4660	1.5503	-0.39124	
4661	1.5505	-0.40876	
4662	1.5508	-0.42638	
4663	1.5511	-0.44382	
4664	1.5514	-0.46088	
4665	1.5517	-0.47738	
4666	1.552	-0.49318	
4667	1.5522	-0.50816	
4668	1.5525	-0.52224	
4669	1.5528	-0.53532	
4670	1.5531	-0.54732	
4671	1.5534	-0.5582	
4672	1.5537	-0.56787	
4673	1.554	-0.57628	
4674	1.5543	-0.58338	
4675	1.5546	-0.58911	
4676	1.5549	-0.59341	
4677	1.5551	-0.59623	
4678	1.5554	-0.59752	
4679	1.5557	-0.59723	
4680	1.556	-0.59529	
4681	1.5563	-0.59168	
4682	1.5566	-0.58633	
4683	1.5569	-0.57921	
4684	1.5572	-0.57027	
4685	1.5575	-0.55949	
4686	1.5579	-0.54684	
4687	1.5582	-0.53229	
4688	1.5585	-0.51585	
4689	1.5588	-0.49751	
4690	1.5591	-0.47729	
4691	1.5595	-0.45522	
4692	1.5598	-0.43134	
4693	1.5601	-0.40572	
4694	1.5605	-0.37844	
4695	1.5609	-0.34961	
4696	1.5612	-0.31938	
4697	1.5616	-0.28794	
4698	1.562	-0.25553	
4699	1.5624	-0.2225	
4700	1.5629	-0.18931	
4701	1.5633	-0.15655	
4702	1.5638	-0.12496	
4703	1.5642	-9.5356e-002	
4704	1.5647	-6.8481e-002	
4705	1.5652	-4.4882e-002	
4706	1.5655	-3.4411e-002	
4707	1.5658	-2.2712e-002	
4708	1.5661	-1.0872e-002	
4709	1.5665	2.5494e-004	
4710	1.5669	1.0127e-002	
4711	1.5673	1.8496e-002	
4712	1.5677	2.5351e-002	
4713	1.5682	3.0843e-002	
4714	1.5687	3.5229e-002	
4715	1.5692	3.885e-002	
4716	1.5698	4.2246e-002	
4717	1.5701	4.3827e-002	
4718	1.5704	4.5531e-002	
4719	1.5708	4.7318e-002	
4720	1.5712	4.9144e-002	
4721	1.5714	5.0056e-002	
4722	1.5716	5.112e-002	
4723	1.5718	5.2279e-002	
4724	1.5721	5.3459e-002	
4725	1.5723	5.4576e-002	
4726	1.5726	5.5537e-002	
4727	1.5729	5.6245e-002	
4728	1.5732	5.6601e-002	
4729	1.5735	5.651e-002	
4730	1.5736	5.6268e-002	
4731	1.5738	5.5778e-002	
4732	1.574	5.4927e-002	
4733	1.5742	5.3599e-002	
4734	1.5745	5.1673e-002	
4735	1.5747	4.9032e-002	
4736	1.575	4.556e-002	
4737	1.5753	4.1143e-002	
4738	1.5755	3.5667e-002	
4739	1.5758	2.9009e-002	
4740	1.5761	2.1032e-002	
4741	1.5764	1.1576e-002	
4742	1.5768	4.3464e-004	
4743	1.5771	-1.2681e-002	
4744	1.5775	-2.8232e-002	
4745	1.5779	-4.7139e-002	
4746	1.5784	-7.2583e-002	
4747	1.5789	-0.10131	
4748	1.5791	-0.11635	
4749	1.5794	-0.13343	
4750	1.5797	-0.15196	
4751	1.58	-0.17143	
4752	1.5803	-0.19138	
4753	1.5807	-0.21145	
4754	1.5808	-0.22145	
4755	1.581	-0.23338	
4756	1.5812	-0.2468	
4757	1.5815	-0.26129	
4758	1.5817	-0.27645	
4759	1.582	-0.29194	
4760	1.5823	-0.30746	
4761	1.5825	-0.32276	
4762	1.5828	-0.33766	
4763	1.5831	-0.35198	
4764	1.5834	-0.36559	
4765	1.5837	-0.37839	
4766	1.584	-0.39027	
4767	1.5843	-0.40116	
4768	1.5846	-0.41098	
4769	1.5848	-0.41966	
4770	1.5851	-0.42715	
4771	1.5854	-0.43339	
4772	1.5857	-0.43831	
4773	1.586	-0.44186	
4774	1.5863	-0.44399	
4775	1.5866	-0.44464	
4776	1.5869	-0.44376	
4777	1.5872	-0.44129	
4778	1.5875	-0.43719	
4779	1.5878	-0.4314	
4780	1.5881	-0.42388	
4781	1.5884	-0.41458	
4782	1.5887	-0.40347	
4783	1.589	-0.39051	
4784	1.5893	-0.37567	
4785	1.5896	-0.35895	
4786	1.5899	-0.34032	
4787	1.5903	-0.31979	
4788	1.5906	-0.29738	
4789	1.5909	-0.27312	
4790	1.5913	-0.24704	
4791	1.5916	-0.21921	
4792	1.592	-0.18971	
4793	1.5923	-0.15865	
4794	1.5927	-0.12618	
4795	1.5931	-9.2468e-002	
4796	1.5935	-5.7778e-002	
4797	1.5939	-2.2453e-002	
4798	1.5943	1.3041e-002	
4799	1.5948	4.8088e-002	
4800	1.5952	8.1932e-002	
4801	1.5957	0.11376	
4802	1.5962	0.14282	
4803	1.5967	0.16859	
4804	1.5969	0.18016	
4805	1.5972	0.19321	
4806	1.5976	0.20663	
4807	1.598	0.21954	
4808	1.5984	0.23138	
4809	1.5988	0.2419	
4810	1.5992	0.2511	
4811	1.5997	0.25915	
4812	1.6002	0.26635	
4813	1.6007	0.27319	
4814	1.6013	0.2807	
4815	1.6016	0.28442	
4816	1.6019	0.28851	
4817	1.6023	0.29285	
4818	1.6027	0.29732	
4819	1.6029	0.29958	
4820	1.6031	0.30224	
4821	1.6033	0.30521	
4822	1.6036	0.30836	
4823	1.6038	0.31156	
4824	1.6041	0.3147	
4825	1.6044	0.31763	
4826	1.6047	0.32026	
4827	1.605	0.32246	
4828	1.6053	0.32414	
4829	1.6054	0.32475	
4830	1.6056	0.32528	
4831	1.6058	0.32555	
4832	1.606	0.32542	
4833	1.6063	0.32472	
4834	1.6065	0.32332	
4835	1.6068	0.32108	
4836	1.607	0.31785	
4837	1.6073	0.31352	
4838	1.6076	0.30793	
4839	1.6079	0.30093	
4840	1.6083	0.29231	
4841	1.6086	0.28179	
4842	1.609	0.26889	
4843	1.6094	0.25262	
4844	1.6099	0.23018	
4845	1.6104	0.20543	
4846	1.6107	0.19241	
4847	1.611	0.17774	
4848	1.6113	0.16188	
4849	1.6116	0.14527	
4850	1.6119	0.12829	
4851	1.6122	0.11122	
4852	1.6124	0.10273	
4853	1.6126	9.2608e-002	
4854	1.6128	8.1231e-002	
4855	1.613	6.8972e-002	
4856	1.6133	5.6182e-002	
4857	1.6135	4.3167e-002	
4858	1.6138	3.0191e-002	
4859	1.6141	1.7473e-002	
4860	1.6144	5.195e-003	
4861	1.6146	-6.4928e-003	
4862	1.6149	-1.7465e-002	
4863	1.6152	-2.7617e-002	
4864	1.6155	-3.6858e-002	
4865	1.6158	-4.5109e-002	
4866	1.6161	-5.2297e-002	
4867	1.6164	-5.8358e-002	
4868	1.6167	-6.3229e-002	
4869	1.617	-6.6852e-002	
4870	1.6173	-6.9169e-002	
4871	1.6175	-7.0123e-002	
4872	1.6178	-6.966e-002	
4873	1.6181	-6.7724e-002	
4874	1.6184	-6.4263e-002	
4875	1.6187	-5.9224e-002	
4876	1.619	-5.2556e-002	
4877	1.6193	-4.4211e-002	
4878	1.6196	-3.4144e-002	
4879	1.6199	-2.2312e-002	
4880	1.6202	-8.6799e-003	
4881	1.6205	6.7833e-003	
4882	1.6209	2.4101e-002	
4883	1.6212	4.3287e-002	
4884	1.6215	6.4347e-002	
4885	1.6218	8.7275e-002	
4886	1.6221	0.11205	
4887	1.6225	0.13864	
4888	1.6228	0.167	
4889	1.6232	0.19706	
4890	1.6235	0.22873	
4891	1.6239	0.26189	
4892	1.6243	0.29639	
4893	1.6247	0.33204	
4894	1.6251	0.36854	
4895	1.6255	0.40552	
4896	1.6259	0.44245	
4897	1.6264	0.47868	
4898	1.6269	0.5134	
4899	1.6273	0.54582	
4900	1.6278	0.57527	
4901	1.6283	0.60135	
4902	1.6286	0.6131	
4903	1.6289	0.62638	
4904	1.6292	0.64015	
4905	1.6296	0.65359	
4906	1.63	0.66619	
4907	1.6304	0.67777	
4908	1.6308	0.68836	
4909	1.6313	0.69821	
4910	1.6318	0.70773	
4911	1.6323	0.71772	
4912	1.633	0.72894	
4913	1.6333	0.73465	
4914	1.6336	0.74095	
4915	1.6339	0.74766	
4916	1.6343	0.75461	
4917	1.6345	0.75813	
4918	1.6347	0.76232	
4919	1.6349	0.76703	
4920	1.6352	0.7721	
4921	1.6354	0.77736	
4922	1.6357	0.78266	
4923	1.636	0.78783	
4924	1.6363	0.79275	
4925	1.6366	0.79729	
4926	1.6368	0.80134	
4927	1.6371	0.80479	
4928	1.6374	0.80755	
4929	1.6377	0.80955	
4930	1.638	0.81068	
4931	1.6383	0.81088	
4932	1.6386	0.81005	
4933	1.6389	0.80808	
4934	1.6392	0.80486	
4935	1.6395	0.80025	
4936	1.6399	0.79405	
4937	1.6402	0.78596	
4938	1.6406	0.7754	
4939	1.6411	0.76071	
4940	1.6416	0.74269	
4941	1.6419	0.73296	
4942	1.6421	0.72159	
4943	1.6424	0.70898	
4944	1.6428	0.6955	
4945	1.6431	0.6815	
4946	1.6434	0.66729	
4947	1.6436	0.66018	
4948	1.6438	0.65168	
4949	1.644	0.64211	
4950	1.6442	0.63178	
4951	1.6445	0.62098	
4952	1.6447	0.60999	
4953	1.645	0.59904	
4954	1.6453	0.58833	
4955	1.6456	0.57801	
4956	1.6459	0.56824	
4957	1.6462	0.55912	
4958	1.6464	0.55076	
4959	1.6467	0.54324	
4960	1.647	0.53663	
4961	1.6473	0.53102	
4962	1.6476	0.52646	
4963	1.6479	0.52301	
4964	1.6482	0.52073	
4965	1.6485	0.51967	
4966	1.6488	0.5199	
4967	1.6491	0.52147	
4968	1.6494	0.52443	
4969	1.6497	0.52883	
4970	1.6499	0.53473	
4971	1.6502	0.54218	
4972	1.6505	0.55123	
4973	1.6508	0.56192	
4974	1.6511	0.57429	
4975	1.6515	0.58839	
4976	1.6518	0.60425	
4977	1.6521	0.62189	
4978	1.6524	0.64134	
4979	1.6527	0.6626	
4980	1.653	0.68567	
4981	1.6533	0.71055	
4982	1.6537	0.73721	
4983	1.654	0.7656	
4984	1.6544	0.79568	
4985	1.6547	0.82737	
4986	1.6551	0.86057	
4987	1.6554	0.89516	
4988	1.6558	0.93097	
4989	1.6562	0.96778	
4990	1.6566	1.0053	
4991	1.6571	1.043	
4992	1.6575	1.0805	
4993	1.658	1.1169	
4994	1.6584	1.1516	
4995	1.6589	1.1837	
4996	1.6594	1.2127	
4997	1.6599	1.2383	
4998	1.6602	1.2499	
4999	1.6604	1.263	
5000	1.6608	1.2767	
5001	1.6612	1.2902	
5002	1.6616	1.3032	
5003	1.662	1.3154	
5004	1.6624	1.3271	
5005	1.6629	1.3385	
5006	1.6634	1.3503	
5007	1.664	1.364	
5008	1.6643	1.3713	
5009	1.6647	1.3796	
5010	1.665	1.3888	
5011	1.6654	1.3985	
5012	1.6656	1.4035	
5013	1.6658	1.4094	
5014	1.666	1.4163	
5015	1.6663	1.4237	
5016	1.6666	1.4315	
5017	1.6669	1.4396	
5018	1.6671	1.4478	
5019	1.6674	1.4559	
5020	1.6677	1.4637	
5021	1.6679	1.4675	
5022	1.6681	1.4719	
5023	1.6683	1.4768	
5024	1.6685	1.4818	
5025	1.6687	1.4868	
5026	1.669	1.4916	
5027	1.6692	1.496	
5028	1.6695	1.4998	
5029	1.6698	1.5029	
5030	1.6701	1.5051	
5031	1.6704	1.5065	
5032	1.6707	1.5067	
5033	1.671	1.5057	
5034	1.6713	1.5032	
5035	1.6717	1.4992	
5036	1.6721	1.4929	
5037	1.6726	1.4831	
5038	1.6731	1.4705	
5039	1.6734	1.4634	
5040	1.6736	1.4551	
5041	1.6739	1.4458	
5042	1.6743	1.4357	
5043	1.6746	1.4253	
5044	1.6749	1.4146	
5045	1.6751	1.4092	
5046	1.6753	1.4028	
5047	1.6755	1.3956	
5048	1.6757	1.3878	
5049	1.676	1.3797	
5050	1.6762	1.3715	
5051	1.6765	1.3634	
5052	1.6768	1.3555	
5053	1.6771	1.348	
5054	1.6774	1.3411	
5055	1.6776	1.3348	
5056	1.6779	1.3292	
5057	1.6782	1.3244	
5058	1.6785	1.3205	
5059	1.6788	1.3175	
5060	1.6791	1.3155	
5061	1.6794	1.3146	
5062	1.6797	1.3149	
5063	1.68	1.3163	
5064	1.6803	1.3189	
5065	1.6806	1.3228	
5066	1.6809	1.3281	
5067	1.6811	1.3347	
5068	1.6814	1.3428	
5069	1.6817	1.3524	
5070	1.682	1.3635	
5071	1.6823	1.3762	
5072	1.6826	1.3906	
5073	1.683	1.4065	
5074	1.6833	1.4242	
5075	1.6836	1.4436	
